textID,text,sentiment,index
7f3271c2c6,Just downloaded parnoid,neutral,downloaded parnoid
7abcaab000, I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,positive,town next week party get back happy early birthday
d69004b549, me me me!  lol,neutral,lol
dba55c7627," Now, what on earth led you to believe that?",neutral,earth led believe
a0bdaf822a,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive,happy birthday tooo meeee happy birthday tooo meeee
085f5b591e,_ Goodnight,neutral,goodnight
c2f0b7e86d,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive,hangover movie gonna hilarious wish could see crew
bfb91b9e2b," Sam, may I ask an odd question?  What might your fave animal be?",neutral,sam may ask odd question might fave animal
1743e34292,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",negative,jesus slammed via papaya lobbyists holy mangosteen durian papaya cybersecurity stick
d29ac7e599, What happened to Dave?,neutral,happened dave
a838d1a793,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,neutral,sitting library eyes half closed cause havent slept coz exams
e6be372c0b, Yes - noticed that after the retweet..,neutral,yes noticed retweet
e6f2007196,Just got to work. Only today and three days left.  my heart is breaking.,negative,got work today three days left heart breaking
eb6534ae87, oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,positive,love well mcr songs great happy star wars day yaa
08763cf8ee, shut up  you know what! oll just like zack again then.,neutral,shut know oll like zack
3d10f395a2,10) I`m allergic to hot wax,negative,allergic hot wax
0207c41847, Pad Thai is my favourite,positive,pad thai favourite
78fbc69d37,I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,neutral,ate burgers jack box sure want continue eating burgers
5362e2b7ff,". I missed your party...you must forgive me pleassse, i feel bad..",negative,missed party must forgive pleassse feel bad
bbc1eae377, oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,neutral,free drinks thats wasup givin drinkin lil bit
ba706492c5,"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",neutral,totally forgot gentoo reinstallation know backup make conf home boot nothing else
c0ea6aed71,Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,negative,stuck awful traffic way wedding ceremony supposed start ughhh
9c424dc32f,"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",neutral,bed hours phone gossiping bia lol nite nite sleep tight
49e42c368b, I`m sorry to hear that! that makes me sad,negative,sorry hear makes sad
1484dd2416,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,positive,yum mother day lunch food business burnside delicious gorgeous day
89e401fb16," That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",positive,pretty awesome parts person bike behind said hello left recognized
e63b781902,SNL with Justin Timberlake!,neutral,snl justin timberlake
7ee4a176dc, http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,positive,http twitpic com wkym looks yummy haz smal pies pleess
040d1d9dcb,"Gonna WoW for a bit. Later, Twitter <3",positive,gonna wow bit later twitter
571e0828f8," yes, at an upgraded consumption rate, too",neutral,yes upgraded consumption rate
64f6e72f39,"300 updates  actually 13,527  lol",neutral,updates actually lol
e3b2567be6,Not feeling very well.,negative,feeling well
0d5009477c,45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive,pub anyone tonight dont want lonely drunk tonight
32182de8e8,_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,positive,know booskie everywhere thank reassurance love
3880ba9ada, he`ll be out of school in 18mos! He just started again,neutral,school mos started
aa18c3818b, showed my fluid decreasing slightly so doesnt look like Im getting out of this bed anytime soon  Ive got a follow up U/S next week,neutral,showed fluid decreasing slightly doesnt look like getting bed anytime soon ive got follow next week
7f9a49f7c3," talks about _Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb`s! Wish I could go support!!",neutral,talks dunk http partyends com blog release tonight stubb wish could support
084f66e87b," hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj",neutral,hey jesse background let know think http tinyurl com yuj
e844d51a56,****....game starts in 30 min!!,negative,game starts min
ae2f20ed25,"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",positive,wow awesome andre great know wait dad bad either
10d95a8b81, arre seriously! They shud take his sperm nd clone him into 23 yr old single guys,neutral,arre seriously shud take sperm clone old single guys
3f4869a702, I want a massage!!!,neutral,want massage
a54daa6193,"Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don`t know who",neutral,someone sent random phone pic asian cats paws air like sushi chinese restaurants know
fc16472bdf,Sick kid trumps advance planning.  Bummer,negative,sick kid trumps advance planning bummer
2575e76393," If I knew it was gonna be this kind of party, I would`ve stuck my **** in the mashed potatoes!",negative,knew gonna kind party would stuck mashed potatoes
270b2453f1, hahahahahahahahahahahahaha  that could be interesting,positive,hahahahahahahahahahahahaha could interesting
f17085b40f,He`s off...again  i wish he would make up his frickin mind...,neutral,wish would make frickin mind
ddc3017ca5,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",positive,wtf facebook cleared whole survey last night gets better better else next
70ad0ca0c3,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,negative,right side earphones stopped working sudden need buy new ones
6e635037e1, revising as uni exams are looming,negative,revising uni exams looming
d5b749a28e,bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x,negative,bah reception comps aint working sun got hat hip hip horay
b3d6d863f5," how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways",neutral,abt wait til summer place ima need somewhere stay anyways
1ed62451d4, Thanks for the #followfriday!,positive,thanks followfriday
0a5b22ab96, Haha... How could u? dun eat properly rt? see lar~ Go take medicine,neutral,haha could dun eat properly see lar take medicine
fb06203c58,"Love, laughter, creativity.",neutral,love laughter creativity
2a58b18b4d,_Mel thanks that was nice of u and I appreciate u,positive,mel thanks nice appreciate
1577ffd776,because it is too hot i am sleeping with the window open. just means all the noise will make me up early,negative,hot sleeping window open means noise make early
ad9861c440,"hey life, i love you!   (translation: i love life!)",positive,hey life love translation love life
9d7e06a608,"  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",negative,pretty bad sure get visit super busy lately
573d03c22e,#BGT That poor kid,negative,bgt poor kid
583a00cc83,knee surgery.... back home for about 6 weeks,neutral,knee surgery back home weeks
e312ee1d81, i hope its earlier. september is along time offf,positive,hope earlier september along time offf
3a68f6ffb4, Good luck on Monday!  Keep on rockin`,positive,good luck monday keep rockin
20fb0dce38,My friends are awesome!   -- and the non Twitter ones here right now too!!,positive,friends awesome non twitter ones right
5ecb8e7d02," In case no one gave you a heads up, AT&T just put out an iPhone app for account management (MyWireless) I`d love to see a review",positive,case one gave heads put iphone app account management mywireless love see review
c2a93d7e59,"  Lets change this S0ulja B0y te|| em trending topic to, 'Soulja  Girl Told em'",neutral,lets change ulja trending topic soulja girl told
534f49ff16,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.,positive,aint lyk othaa gurrrrrl dont lyk jonas brothers kristi
156bf548bd, Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,negative,well guess mccafe tastes like cured craving get mcskillet wants
635dfca954,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,positive,stoked spring amazing wild foods nature abundant bless
61ddef5828, hello hello hello  what u up to tonight??,neutral,hello hello hello tonight
e5610b321d," dude, i didn`t know it was a personal experience. sorry something like that went down",negative,dude know personal experience sorry something like went
30e7601bce, i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,positive,know wish would wanna cuddle sleeep world coke
7817bf60f5, loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,positive,loll dad leavingg moving las vegas myy boyfrienndd finallly done talking left alone
4280f15ab0,Just got caught in the down pour,negative,got caught pour
29edd20cfc,heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,negative,heading farm dont want wanna stay talk boyfriend stupid mom making
f51e6e361e,I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,positive,rather sit bench friendly psychiatric patient party cool person
